IP: 10.224.0.1 RTT: 1.43  TS: 1516738054.18 2018 01 23 16 07 34
IP: 10.224.0.1 RTT: 1.49  TS: 1516738121.18 2018 01 23 16 08 41
IP: 10.224.0.1 RTT: 1.47  TS: 1516738123.18 2018 01 23 16 08 43
IP: 10.224.0.1 RTT: 1.89  TS: 1516738125.18 2018 01 23 16 08 45
IP: 10.224.0.1 RTT: 2.03  TS: 1516738127.18 2018 01 23 16 08 47
IP: 10.224.0.1 RTT: 1.81  TS: 1516738129.18 2018 01 23 16 08 49
IP: 10.224.0.1 RTT: 2.02  TS: 1516738131.18 2018 01 23 16 08 51
IP: 10.224.0.1 RTT: 1.59  TS: 1516738133.18 2018 01 23 16 08 53
IP: 10.224.0.1 RTT: 1.29  TS: 1516738135.18 2018 01 23 16 08 55
IP: 10.224.0.1 RTT: 1.40  TS: 1516738137.18 2018 01 23 16 08 57
IP: 10.224.0.1 RTT: 1.51  TS: 1516738139.18 2018 01 23 16 08 59
IP: 10.224.0.1 RTT: 1.40  TS: 1516738141.18 2018 01 23 16 09 01
IP: 10.224.0.1 RTT: 1.28  TS: 1516738143.18 2018 01 23 16 09 03
IP: 10.224.0.1 RTT: 1.48  TS: 1516738145.18 2018 01 23 16 09 05
IP: 10.224.0.1 RTT: 1.35  TS: 1516738147.18 2018 01 23 16 09 07
IP: 10.224.0.1 RTT: 1.26  TS: 1516738149.18 2018 01 23 16 09 09
IP: 10.224.0.1 RTT: 1.49  TS: 1516738151.18 2018 01 23 16 09 11
IP: 10.224.0.1 RTT: 1.31  TS: 1516738153.18 2018 01 23 16 09 13
IP: 10.224.0.1 RTT: 1.49  TS: 1516738155.18 2018 01 23 16 09 15
IP: 10.224.0.1 RTT: 2.03  TS: 1516738157.18 2018 01 23 16 09 17
IP: 10.224.0.1 RTT: 1.31  TS: 1516738159.18 2018 01 23 16 09 19
IP: 10.224.0.1 RTT: 2.97  TS: 1516738161.18 2018 01 23 16 09 21
IP: 10.224.0.1 RTT: 1.38  TS: 1516738163.18 2018 01 23 16 09 23
IP: 10.224.0.1 RTT: 1.25  TS: 1516738165.18 2018 01 23 16 09 25
IP: 10.224.0.1 RTT: 1.28  TS: 1516738167.18 2018 01 23 16 09 27
IP: 10.224.0.1 RTT: 1.22  TS: 1516738169.18 2018 01 23 16 09 29
IP: 10.224.0.1 RTT: 1.69  TS: 1516738171.18 2018 01 23 16 09 31
IP: 10.224.0.1 RTT: 1.60  TS: 1516738173.18 2018 01 23 16 09 33
IP: 10.224.0.1 RTT: 1.48  TS: 1516738175.18 2018 01 23 16 09 35
IP: 10.224.0.1 RTT: 1.40  TS: 1516738177.18 2018 01 23 16 09 37
IP: 10.224.0.1 RTT: 1.40  TS: 1516738179.18 2018 01 23 16 09 39
IP: 10.224.0.1 RTT: 1.31  TS: 1516738181.18 2018 01 23 16 09 41
IP: 10.224.0.1 RTT: 1.32  TS: 1516738183.18 2018 01 23 16 09 43
IP: 10.224.0.1 RTT: 1.30  TS: 1516738185.18 2018 01 23 16 09 45
IP: 10.224.0.1 RTT: 1.98  TS: 1516738187.18 2018 01 23 16 09 47
IP: 10.224.0.1 RTT: 2.03  TS: 1516738189.18 2018 01 23 16 09 49
IP: 10.224.0.1 RTT: 1.27  TS: 1516738191.18 2018 01 23 16 09 51
IP: 10.224.0.1 RTT: 1.32  TS: 1516738193.18 2018 01 23 16 09 53
IP: 10.224.0.1 RTT: 1.32  TS: 1516738195.18 2018 01 23 16 09 55
IP: 10.224.0.1 RTT: 1.62  TS: 1516738197.18 2018 01 23 16 09 57
IP: 10.224.0.1 RTT: 1.32  TS: 1516738199.18 2018 01 23 16 09 59
IP: 10.224.0.1 RTT: 1.40  TS: 1516738201.18 2018 01 23 16 10 01
IP: 10.224.0.1 RTT: 2.00  TS: 1516738203.18 2018 01 23 16 10 03
IP: 10.224.0.1 RTT: 1.26  TS: 1516738205.18 2018 01 23 16 10 05
IP: 10.224.0.1 RTT: 1.33  TS: 1516738207.18 2018 01 23 16 10 07
IP: 10.224.0.1 RTT: 1.22  TS: 1516738209.18 2018 01 23 16 10 09
IP: 10.224.0.1 RTT: 1.18  TS: 1516738211.18 2018 01 23 16 10 11
IP: 10.224.0.1 RTT: 1.30  TS: 1516738213.18 2018 01 23 16 10 13
IP: 10.224.0.1 RTT: 1.40  TS: 1516738215.18 2018 01 23 16 10 15
IP: 10.224.0.1 RTT: 1.37  TS: 1516738217.18 2018 01 23 16 10 17
IP: 10.224.0.1 RTT: 1.19  TS: 1516738219.18 2018 01 23 16 10 19
IP: 10.224.0.1 RTT: 2.28  TS: 1516738221.18 2018 01 23 16 10 21
IP: 10.224.0.1 RTT: 1.59  TS: 1516738223.18 2018 01 23 16 10 23
IP: 10.224.0.1 RTT: 1.75  TS: 1516738225.18 2018 01 23 16 10 25
IP: 10.224.0.1 RTT: 1.83  TS: 1516738227.18 2018 01 23 16 10 27
IP: 10.224.0.1 RTT: 1.36  TS: 1516738229.18 2018 01 23 16 10 29
IP: 10.224.0.1 RTT: 1.32  TS: 1516738231.18 2018 01 23 16 10 31
IP: 10.224.0.1 RTT: 1.57  TS: 1516738233.18 2018 01 23 16 10 33
IP: 10.224.0.1 RTT: 1.56  TS: 1516738235.18 2018 01 23 16 10 35
IP: 10.224.0.1 RTT: 2.02  TS: 1516738237.18 2018 01 23 16 10 37
IP: 10.224.0.1 RTT: 1.10  TS: 1516738239.17 2018 01 23 16 10 39
IP: 10.224.0.1 RTT: 1.39  TS: 1516738241.18 2018 01 23 16 10 41
IP: 10.224.0.1 RTT: 1.57  TS: 1516738243.18 2018 01 23 16 10 43
IP: 10.224.0.1 RTT: 1.36  TS: 1516738245.18 2018 01 23 16 10 45
IP: 10.224.0.1 RTT: 1.19  TS: 1516738247.18 2018 01 23 16 10 47
IP: 10.224.0.1 RTT: 1.22  TS: 1516738249.18 2018 01 23 16 10 49
IP: 10.224.0.1 RTT: 2.35  TS: 1516738251.18 2018 01 23 16 10 51
IP: 10.224.0.1 RTT: 1.41  TS: 1516738253.18 2018 01 23 16 10 53
IP: 10.224.0.1 RTT: 1.23  TS: 1516738255.18 2018 01 23 16 10 55
IP: 10.224.0.1 RTT: 1.18  TS: 1516738257.18 2018 01 23 16 10 57
IP: 10.224.0.1 RTT: 1.26  TS: 1516738259.18 2018 01 23 16 10 59
IP: 10.224.0.1 RTT: 1.31  TS: 1516738261.18 2018 01 23 16 11 01
IP: 10.224.0.1 RTT: 1.38  TS: 1516738263.18 2018 01 23 16 11 03
IP: 10.224.0.1 RTT: 1.32  TS: 1516738265.17 2018 01 23 16 11 05
IP: 10.224.0.1 RTT: 1.26  TS: 1516738267.18 2018 01 23 16 11 07
IP: 10.224.0.1 RTT: 1.46  TS: 1516738269.18 2018 01 23 16 11 09
IP: 10.224.0.1 RTT: 1.29  TS: 1516738271.18 2018 01 23 16 11 11
IP: 10.224.0.1 RTT: 1.14  TS: 1516738273.18 2018 01 23 16 11 13
IP: 10.224.0.1 RTT: 1.29  TS: 1516738275.18 2018 01 23 16 11 15
IP: 10.224.0.1 RTT: 1.47  TS: 1516738277.18 2018 01 23 16 11 17
IP: 10.224.0.1 RTT: 1.65  TS: 1516738279.18 2018 01 23 16 11 19
IP: 10.224.0.1 RTT: 1.36  TS: 1516738281.18 2018 01 23 16 11 21
IP: 10.224.0.1 RTT: 2.21  TS: 1516738283.18 2018 01 23 16 11 23
IP: 10.224.0.1 RTT: 1.34  TS: 1516738285.18 2018 01 23 16 11 25
IP: 10.224.0.1 RTT: 1.76  TS: 1516738287.18 2018 01 23 16 11 27
IP: 10.224.0.1 RTT: 1.33  TS: 1516738289.18 2018 01 23 16 11 29
IP: 10.224.0.1 RTT: 1.49  TS: 1516738291.18 2018 01 23 16 11 31
IP: 10.224.0.1 RTT: 1.82  TS: 1516738293.18 2018 01 23 16 11 33
IP: 10.224.0.1 RTT: 1.30  TS: 1516738295.18 2018 01 23 16 11 35
IP: 10.224.0.1 RTT: 1.35  TS: 1516738297.18 2018 01 23 16 11 37
IP: 10.224.0.1 RTT: 2.18  TS: 1516738299.18 2018 01 23 16 11 39
IP: 10.224.0.1 RTT: 1.58  TS: 1516738301.18 2018 01 23 16 11 41
IP: 10.224.0.1 RTT: 1.36  TS: 1516738303.18 2018 01 23 16 11 43
IP: 10.224.0.1 RTT: 1.32  TS: 1516738305.18 2018 01 23 16 11 45
IP: 10.224.0.1 RTT: 1.29  TS: 1516738307.18 2018 01 23 16 11 47
IP: 10.224.0.1 RTT: 2.07  TS: 1516738309.18 2018 01 23 16 11 49
IP: 10.224.0.1 RTT: 1.41  TS: 1516738311.18 2018 01 23 16 11 51
IP: 10.224.0.1 RTT: 1.32  TS: 1516738313.18 2018 01 23 16 11 53
IP: 10.224.0.1 RTT: 1.47  TS: 1516738315.17 2018 01 23 16 11 55
IP: 10.224.0.1 RTT: 2.38  TS: 1516738317.18 2018 01 23 16 11 57
IP: 10.224.0.1 RTT: 1.00  TS: 1516738319.17 2018 01 23 16 11 59
IP: 10.224.0.1 RTT: 1.26  TS: 1516738321.18 2018 01 23 16 12 01
IP: 10.224.0.1 RTT: 1.28  TS: 1516738323.18 2018 01 23 16 12 03
IP: 10.224.0.1 RTT: 1.80  TS: 1516738325.18 2018 01 23 16 12 05
